"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Pre-NOTCH Transcription and Translation"	"Pre-NOTCH Transcription and Translation"	41	41	19	0.463414634146341	0.864406779661017	102	156	87	0	0.204624461071248	1
"SLC-mediated transmembrane transport"	"SLC-mediated transmembrane transport"	259	259	120	0.463320463320463	0.728813559322034	86	184	5	0	0.0402714363129848	1
"Signaling by Hedgehog"	"Signaling by Hedgehog"	136	136	63	0.463235294117647	0.508474576271186	60	106	7	0	0.0972911085386388	1
"A tetrasaccharide linker sequence is required for GAG synthesis"	"A tetrasaccharide linker sequence is required for GAG synthesis"	26	26	12	0.461538461538462	0.203389830508475	24	28	6	0	0.237994006865531	1
"Chromatin modifying enzymes"	"Chromatin modifying enzymes"	208	208	96	0.461538461538462	0.686440677966102	81	196	15	0	0.0639023436564432	1
"Chromatin organization"	"Chromatin organization"	208	208	96	0.461538461538462	0.686440677966102	81	196	15	0	0.0639023436564432	1
"Fertilization"	"Fertilization"	26	26	12	0.461538461538462	0.127118644067797	15	16	3	0	0.237994006865531	1
"Initiation of Nuclear Envelope Reformation"	"Initiation of Nuclear Envelope Reformation"	13	13	6	0.461538461538462	0.0677966101694915	8	8	3	0	0.258311872640015	1
"Insulin processing"	"Insulin processing"	26	26	12	0.461538461538462	0.152542372881356	18	21	6	0	0.237994006865531	1
"Nuclear Envelope Reassembly"	"Nuclear Envelope Reassembly"	13	13	6	0.461538461538462	0.0677966101694915	8	8	3	0	0.258311872640015	1
"Organic cation/anion/zwitterion transport"	"Organic cation/anion/zwitterion transport"	13	13	6	0.461538461538462	0.076271186440678	9	10	3	0	0.258311872640015	1
"Reproduction"	"Reproduction"	26	26	12	0.461538461538462	0.127118644067797	15	16	3	0	0.237994006865531	1
"Retrograde neurotrophin signalling"	"Retrograde neurotrophin signalling"	13	13	6	0.461538461538462	0.0932203389830508	11	11	4	0	0.258311872640015	1
"Signaling by Activin"	"Signaling by Activin"	13	13	6	0.461538461538462	0.0677966101694915	8	8	3	0	0.258311872640015	1
"VEGFR2 mediated vascular permeability"	"VEGFR2 mediated vascular permeability"	26	26	12	0.461538461538462	0.161016949152542	19	24	5	0	0.237994006865531	1
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	13	13	6	0.461538461538462	0.0593220338983051	7	8	2	0	0.258311872640015	1
"Chondroitin sulfate/dermatan sulfate metabolism"	"Chondroitin sulfate/dermatan sulfate metabolism"	50	50	23	0.46	0.313559322033898	37	45	6	0	0.203136719598821	1
"Transport of Mature mRNA derived from an Intron-Containing Transcript"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"	50	50	23	0.46	0.23728813559322	28	36	4	0	0.203136719598821	1
"Activation of ATR in response to replication stress"	"Activation of ATR in response to replication stress"	37	37	17	0.459459459459459	0.169491525423729	20	25	4	0	0.225944171231073	1
"Defective B3GAT3 causes JDSSDHD"	"Defective B3GAT3 causes JDSSDHD"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)"	"Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective B4GALT7 causes EDS, progeroid type"	"Defective B4GALT7 causes EDS, progeroid type"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective CHST14 causes EDS, musculocontractural type"	"Defective CHST14 causes EDS, musculocontractural type"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective CHST3 causes SEDCJD"	"Defective CHST3 causes SEDCJD"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective CHST6 causes MCDC1"	"Defective CHST6 causes MCDC1"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective CHSY1 causes TPBS"	"Defective CHSY1 causes TPBS"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective EXT1 causes exostoses 1, TRPS2 and CHDS"	"Defective EXT1 causes exostoses 1, TRPS2 and CHDS"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective EXT2 causes exostoses 2"	"Defective EXT2 causes exostoses 2"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective PAPSS2 causes SEMD-PA"	"Defective PAPSS2 causes SEMD-PA"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Defective SLC26A2 causes chondrodysplasias"	"Defective SLC26A2 causes chondrodysplasias"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Diseases associated with glycosaminoglycan metabolism"	"Diseases associated with glycosaminoglycan metabolism"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Fanconi Anemia pathway"	"Fanconi Anemia pathway"	24	24	11	0.458333333333333	0.144067796610169	17	20	4	0	0.2515117963265	1
"Glycosaminoglycan metabolism"	"Glycosaminoglycan metabolism"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS I - Hurler syndrome"	"MPS I - Hurler syndrome"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS II - Hunter syndrome"	"MPS II - Hunter syndrome"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS IIIA - Sanfilippo syndrome A"	"MPS IIIA - Sanfilippo syndrome A"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS IIIB - Sanfilippo syndrome B"	"MPS IIIB - Sanfilippo syndrome B"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS IIIC - Sanfilippo syndrome C"	"MPS IIIC - Sanfilippo syndrome C"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS IIID - Sanfilippo syndrome D"	"MPS IIID - Sanfilippo syndrome D"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS IV - Morquio syndrome A"	"MPS IV - Morquio syndrome A"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS IV - Morquio syndrome B"	"MPS IV - Morquio syndrome B"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS IX - Natowicz syndrome"	"MPS IX - Natowicz syndrome"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS VI - Maroteaux-Lamy syndrome"	"MPS VI - Maroteaux-Lamy syndrome"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"MPS VII - Sly syndrome"	"MPS VII - Sly syndrome"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Mucopolysaccharidoses"	"Mucopolysaccharidoses"	120	120	55	0.458333333333333	0.533898305084746	63	94	6	0	0.131414388461069	1
"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	24	24	11	0.458333333333333	0.101694915254237	12	14	2	0	0.2515117963265	1
"Transport of inorganic cations/anions and amino acids/oligopeptides"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	94	94	43	0.457446808510638	0.474576271186441	56	71	5	0	0.159707361446348	1
"DAP12 signaling"	"DAP12 signaling"	164	164	75	0.457317073170732	0.669491525423729	79	166	20	0	0.104586284940697	1
"Interactions of Rev with host cellular proteins"	"Interactions of Rev with host cellular proteins"	35	35	16	0.457142857142857	0.194915254237288	23	27	4	0	0.23772207371459	1
"Hemostasis"	"Hemostasis"	497	497	227	0.456740442655936	0.991525423728814	117	533	87	0	0.0173982224439142	1
"PI3K/AKT activation"	"PI3K/AKT activation"	103	103	47	0.456310679611651	0.559322033898305	66	104	20	0	0.156371395533132	1
"Glycogen storage diseases"	"Glycogen storage diseases"	257	257	117	0.455252918287938	0.745762711864407	88	216	12	0	0.0699396822422496	1
"Metabolism of carbohydrates"	"Metabolism of carbohydrates"	257	257	117	0.455252918287938	0.745762711864407	88	216	12	0	0.0699396822422496	1
"Myoclonic epilepsy of Lafora"	"Myoclonic epilepsy of Lafora"	257	257	117	0.455252918287938	0.745762711864407	88	216	12	0	0.0699396822422496	1
"Activation of the phototransduction cascade"	"Activation of the phototransduction cascade"	11	11	5	0.454545454545455	0.076271186440678	9	10	5	0	0.27472163721667	1
"CYP2E1 reactions"	"CYP2E1 reactions"	11	11	5	0.454545454545455	0.0423728813559322	5	5	1	0	0.27472163721667	1
"Common Pathway"	"Common Pathway"	22	22	10	0.454545454545455	0.144067796610169	17	21	4	0	0.266245420222209	1
"DSCAM interactions"	"DSCAM interactions"	11	11	5	0.454545454545455	0.152542372881356	18	20	8	0	0.27472163721667	1
"E2F mediated regulation of DNA replication"	"E2F mediated regulation of DNA replication"	33	33	15	0.454545454545455	0.127118644067797	15	17	2	0	0.250354808352997	1
"Endosomal/Vacuolar pathway"	"Endosomal/Vacuolar pathway"	11	11	5	0.454545454545455	0.0593220338983051	7	7	2	0	0.27472163721667	1
"FGFR1c ligand binding and activation"	"FGFR1c ligand binding and activation"	11	11	5	0.454545454545455	0.0508474576271186	6	7	2	0	0.27472163721667	1
"Glucagon signaling in metabolic regulation"	"Glucagon signaling in metabolic regulation"	33	33	15	0.454545454545455	0.203389830508475	24	28	7	0	0.250354808352997	1
"Interleukin-6 signaling"	"Interleukin-6 signaling"	11	11	5	0.454545454545455	0.0677966101694915	8	8	3	0	0.27472163721667	1
"Intrinsic Pathway"	"Intrinsic Pathway"	22	22	10	0.454545454545455	0.11864406779661	14	15	3	0	0.266245420222209	1
"Recruitment of NuMA to mitotic centrosomes"	"Recruitment of NuMA to mitotic centrosomes"	11	11	5	0.454545454545455	0.0677966101694915	8	9	3	0	0.27472163721667	1
"Regulation of insulin secretion"	"Regulation of insulin secretion"	77	77	35	0.454545454545455	0.347457627118644	41	58	5	0	0.192001083365874	1
"Rev-mediated nuclear export of HIV RNA"	"Rev-mediated nuclear export of HIV RNA"	33	33	15	0.454545454545455	0.186440677966102	22	26	4	0	0.250354808352997	1
"Sialic acid metabolism"	"Sialic acid metabolism"	33	33	15	0.454545454545455	0.144067796610169	17	19	3	0	0.250354808352997	1
"Signaling by NOTCH3"	"Signaling by NOTCH3"	11	11	5	0.454545454545455	0.0593220338983051	7	7	2	0	0.27472163721667	1
"Signaling by NOTCH4"	"Signaling by NOTCH4"	11	11	5	0.454545454545455	0.0593220338983051	7	7	2	0	0.27472163721667	1
"Signaling by activated point mutants of FGFR1"	"Signaling by activated point mutants of FGFR1"	11	11	5	0.454545454545455	0.0508474576271186	6	7	2	0	0.27472163721667	1
"Transcriptional regulation of pluripotent stem cells"	"Transcriptional regulation of pluripotent stem cells"	42	42	19	0.452380952380952	0.169491525423729	20	22	2	0	0.245906669595843	1
"tRNA Aminoacylation"	"tRNA Aminoacylation"	42	42	19	0.452380952380952	0.161016949152542	19	22	2	0	0.245906669595843	1
"Inwardly rectifying K+ channels"	"Inwardly rectifying K+ channels"	31	31	14	0.451612903225806	0.161016949152542	19	22	4	0	0.263942679571613	1
"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	31	31	14	0.451612903225806	0.169491525423729	20	23	3	0	0.263942679571613	1
"Cargo trafficking to the periciliary membrane"	"Cargo trafficking to the periciliary membrane"	51	51	23	0.450980392156863	0.23728813559322	28	39	6	0	0.240086656316239	1
"PI-3K cascade"	"PI-3K cascade"	100	100	45	0.45	0.550847457627119	65	102	20	0	0.192219287055831	1
"PI3K events in ERBB2 signaling"	"PI3K events in ERBB2 signaling"	100	100	45	0.45	0.550847457627119	65	102	20	0	0.192219287055831	1
"PI3K events in ERBB4 signaling"	"PI3K events in ERBB4 signaling"	100	100	45	0.45	0.550847457627119	65	102	20	0	0.192219287055831	1
"PI3K/AKT Signaling in Cancer"	"PI3K/AKT Signaling in Cancer"	100	100	45	0.45	0.550847457627119	65	102	20	0	0.192219287055831	1
"PIP3 activates AKT signaling"	"PIP3 activates AKT signaling"	100	100	45	0.45	0.550847457627119	65	102	20	0	0.192219287055831	1
"PIWI-interacting RNA (piRNA) biogenesis"	"PIWI-interacting RNA (piRNA) biogenesis"	29	29	13	0.448275862068966	0.135593220338983	16	20	2	0	0.278605127637639	1
"SHC-mediated cascade"	"SHC-mediated cascade"	29	29	13	0.448275862068966	0.177966101694915	21	23	7	0	0.278605127637639	1
"The role of Nef in HIV-1 replication and disease pathogenesis"	"The role of Nef in HIV-1 replication and disease pathogenesis"	29	29	13	0.448275862068966	0.228813559322034	27	30	6	0	0.278605127637639	1
"YAP1- and WWTR1 (TAZ)-stimulated gene expression"	"YAP1- and WWTR1 (TAZ)-stimulated gene expression"	29	29	13	0.448275862068966	0.203389830508475	24	28	7	0	0.278605127637639	1
"Signaling by ERBB4"	"Signaling by ERBB4"	154	154	69	0.448051948051948	0.644067796610169	76	142	20	0	0.16170148561674	1
"Cyclin D associated events in G1"	"Cyclin D associated events in G1"	38	38	17	0.447368421052632	0.415254237288136	49	54	34	0	0.271646987876369	1
"G1 Phase"	"G1 Phase"	38	38	17	0.447368421052632	0.415254237288136	49	54	34	0	0.271646987876369	1
"Signal Transduction"	"Signal Transduction"	2062	2062	921	0.446653734238603	0.991525423728814	117	1650	87	0	0.000106465095389696	0.0259551209696314
"Transcription of the HIV genome"	"Transcription of the HIV genome"	65	65	29	0.446153846153846	0.296610169491525	35	42	4	0	0.247286748978848	1
"Insulin receptor signalling cascade"	"Insulin receptor signalling cascade"	92	92	41	0.445652173913043	0.440677966101695	52	78	20	0	0.224168594389803	1
"Olfactory Signaling Pathway"	"Olfactory Signaling Pathway"	422	422	188	0.445497630331754	0.771186440677966	91	297	4	0	0.0716441869615456	1
"AKT phosphorylates targets in the nucleus"	"AKT phosphorylates targets in the nucleus"	9	9	4	0.444444444444444	0.0508474576271186	6	6	2	0	0.293182644544648	1
"Ca2+ activated K+ channels"	"Ca2+ activated K+ channels"	9	9	4	0.444444444444444	0.0423728813559322	5	5	2	0	0.293182644544648	1
"Cell surface interactions at the vascular wall"	"Cell surface interactions at the vascular wall"	99	99	44	0.444444444444444	0.5	59	91	20	0	0.225320448107224	1
"Hedgehog 'off' state"	"Hedgehog 'off' state"	99	99	44	0.444444444444444	0.415254237288136	49	75	7	0	0.225320448107224	1
"Lysosphingolipid and LPA receptors"	"Lysosphingolipid and LPA receptors"	9	9	4	0.444444444444444	0.0338983050847458	4	4	1	0	0.293182644544648	1
"Meiotic recombination"	"Meiotic recombination"	54	54	24	0.444444444444444	0.288135593220339	34	39	7	0	0.267225808022323	1
"Phenylalanine and tyrosine catabolism"	"Phenylalanine and tyrosine catabolism"	9	9	4	0.444444444444444	0.0338983050847458	4	4	1	0	0.293182644544648	1
"Synthesis of bile acids and bile salts"	"Synthesis of bile acids and bile salts"	27	27	12	0.444444444444444	0.127118644067797	15	17	3	0	0.294486119858498	1
"Transport of Mature Transcript to Cytoplasm"	"Transport of Mature Transcript to Cytoplasm"	54	54	24	0.444444444444444	0.245762711864407	29	37	4	0	0.267225808022323	1
"Urea cycle"	"Urea cycle"	9	9	4	0.444444444444444	0.0508474576271186	6	6	3	0	0.293182644544648	1
"Viral Messenger RNA Synthesis"	"Viral Messenger RNA Synthesis"	45	45	20	0.444444444444444	0.228813559322034	27	34	4	0	0.276547916677007	1
"p75NTR regulates axonogenesis"	"p75NTR regulates axonogenesis"	9	9	4	0.444444444444444	0.0508474576271186	6	6	2	0	0.293182644544648	1
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	97	97	43	0.443298969072165	0.364406779661017	43	61	3	0	0.233949884244478	1
"IRS-related events"	"IRS-related events"	88	88	39	0.443181818181818	0.432203389830508	51	76	20	0	0.242177617229273	1
"GPCR downstream signaling"	"GPCR downstream signaling"	966	966	428	0.443064182194617	0.923728813559322	109	700	20	0	0.0181659151333401	1
"Loss of Function of SMAD2/3 in Cancer"	"Loss of Function of SMAD2/3 in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"Loss of Function of SMAD4 in Cancer"	"Loss of Function of SMAD4 in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"Loss of Function of TGFBR1 in Cancer"	"Loss of Function of TGFBR1 in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"Loss of Function of TGFBR2 in Cancer"	"Loss of Function of TGFBR2 in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"SMAD2/3 MH2 Domain Mutants in Cancer"	"SMAD2/3 MH2 Domain Mutants in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"SMAD4 MH2 Domain Mutants in Cancer"	"SMAD4 MH2 Domain Mutants in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"Signaling by TGF-beta Receptor Complex"	"Signaling by TGF-beta Receptor Complex"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"Signaling by TGF-beta Receptor Complex in Cancer"	"Signaling by TGF-beta Receptor Complex in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"TGFBR1 KD Mutants in Cancer"	"TGFBR1 KD Mutants in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"TGFBR1 LBD Mutants in Cancer"	"TGFBR1 LBD Mutants in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"TGFBR2 Kinase Domain Mutants in Cancer"	"TGFBR2 Kinase Domain Mutants in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"TGFBR2 MSI Frameshift Mutants in Cancer"	"TGFBR2 MSI Frameshift Mutants in Cancer"	70	70	31	0.442857142857143	0.254237288135593	30	42	4	0	0.259948193006424	1
"Constitutive PI3K/AKT Signaling in Cancer"	"Constitutive PI3K/AKT Signaling in Cancer"	86	86	38	0.441860465116279	0.491525423728814	58	86	20	0	0.251743202229568	1
"Transcriptional activation of mitochondrial biogenesis"	"Transcriptional activation of mitochondrial biogenesis"	43	43	19	0.441860465116279	0.26271186440678	31	38	7	0	0.290219760932763	1
"DAP12 interactions"	"DAP12 interactions"	179	179	79	0.441340782122905	0.694915254237288	82	171	20	0	0.192096698938335	1
"Global Genomic NER (GG-NER)"	"Global Genomic NER (GG-NER)"	34	34	15	0.441176470588235	0.194915254237288	23	28	4	0	0.301102847244123	1
"PI3K Cascade"	"PI3K Cascade"	68	68	30	0.441176470588235	0.364406779661017	43	59	20	0	0.270992702961707	1
"Metal ion SLC transporters"	"Metal ion SLC transporters"	25	25	11	0.44	0.110169491525424	13	15	2	0	0.311761609769294	1
"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	41	41	18	0.439024390243902	0.194915254237288	23	26	4	0	0.304762512430046	1
"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	114	114	50	0.43859649122807	0.474576271186441	56	89	7	0	0.251976128211867	1
