"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding"	"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding"	27	27	25	0.925925925925926	0.331081081081081	98	144	25	0	0.120509845126589	1
"Detoxification of Reactive Oxygen Species"	"Detoxification of Reactive Oxygen Species"	27	27	25	0.925925925925926	0.25	74	129	22	0	0.120509845126589	1
"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	27	27	25	0.925925925925926	0.371621621621622	110	156	55	0	0.120509845126589	1
"Synthesis of bile acids and bile salts"	"Synthesis of bile acids and bile salts"	27	27	25	0.925925925925926	0.256756756756757	76	120	15	0	0.120509845126589	1
"degradation of AXIN"	"degradation of AXIN"	54	54	50	0.925925925925926	0.449324324324324	133	249	55	0	0.0699387404391314	1
"mTOR signalling"	"mTOR signalling"	27	27	25	0.925925925925926	0.408783783783784	121	178	55	0	0.120509845126589	1
"Assembly of the pre-replicative complex"	"Assembly of the pre-replicative complex"	67	67	62	0.925373134328358	0.516891891891892	153	343	55	0	0.0559599877291123	1
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	67	67	62	0.925373134328358	0.503378378378378	149	378	56	0	0.0559599877291123	1
"Glucose transport"	"Glucose transport"	40	40	37	0.925	0.418918918918919	124	194	56	0	0.096185615281025	1
"Negative regulation of FGFR signaling"	"Negative regulation of FGFR signaling"	40	40	37	0.925	0.506756756756757	150	432	82	0	0.096185615281025	1
"RNA Polymerase III Abortive And Retractive Initiation"	"RNA Polymerase III Abortive And Retractive Initiation"	40	40	37	0.925	0.469594594594595	139	244	55	0	0.096185615281025	1
"RNA Polymerase III Transcription"	"RNA Polymerase III Transcription"	40	40	37	0.925	0.469594594594595	139	244	55	0	0.096185615281025	1
"Activation of NF-kappaB in B cells"	"Activation of NF-kappaB in B cells"	66	66	61	0.924242424242424	0.503378378378378	149	316	55	0	0.0609045935847154	1
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	79	79	73	0.924050632911392	0.641891891891892	190	710	85	0	0.0486322088366306	1
"Insulin receptor signalling cascade"	"Insulin receptor signalling cascade"	92	92	85	0.923913043478261	0.668918918918919	198	798	82	0	0.0389332495922651	1
"Mitochondrial translation"	"Mitochondrial translation"	92	92	85	0.923913043478261	0.591216216216216	175	580	58	0	0.0389332495922651	1
"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	105	105	97	0.923809523809524	0.652027027027027	193	594	60	0	0.0312402830771461	0.956828763451432
"Cell Cycle Checkpoints"	"Cell Cycle Checkpoints"	118	118	109	0.923728813559322	0.631756756756757	187	622	55	0	0.0251169494791611	0.805107487782285
"AKT phosphorylates targets in the cytosol"	"AKT phosphorylates targets in the cytosol"	13	13	12	0.923076923076923	0.179054054054054	53	61	16	0	0.166577769174827	1
"Activation of DNA fragmentation factor"	"Activation of DNA fragmentation factor"	13	13	12	0.923076923076923	0.0844594594594595	25	37	9	0	0.166577769174827	1
"Apoptosis induced DNA fragmentation"	"Apoptosis induced DNA fragmentation"	13	13	12	0.923076923076923	0.0844594594594595	25	37	9	0	0.166577769174827	1
"Cytosolic iron-sulfur cluster assembly"	"Cytosolic iron-sulfur cluster assembly"	13	13	12	0.923076923076923	0.0608108108108108	18	22	5	0	0.166577769174827	1
"Downregulation of ERBB2:ERBB3 signaling"	"Downregulation of ERBB2:ERBB3 signaling"	13	13	12	0.923076923076923	0.162162162162162	48	55	15	0	0.166577769174827	1
"Downregulation of TGF-beta receptor signaling"	"Downregulation of TGF-beta receptor signaling"	26	26	24	0.923076923076923	0.27027027027027	80	117	23	0	0.134261116727835	1
"FGFR2c ligand binding and activation"	"FGFR2c ligand binding and activation"	13	13	12	0.923076923076923	0.344594594594595	102	131	82	0	0.166577769174827	1
"FGFR4 ligand binding and activation"	"FGFR4 ligand binding and activation"	13	13	12	0.923076923076923	0.341216216216216	101	208	82	0	0.166577769174827	1
"IRF3-mediated induction of type I IFN"	"IRF3-mediated induction of type I IFN"	13	13	12	0.923076923076923	0.165540540540541	49	60	16	0	0.166577769174827	1
"Initiation of Nuclear Envelope Reformation"	"Initiation of Nuclear Envelope Reformation"	13	13	12	0.923076923076923	0.206081081081081	61	72	16	0	0.166577769174827	1
"Mitochondrial protein import"	"Mitochondrial protein import"	52	52	48	0.923076923076923	0.554054054054054	164	358	59	0	0.083554863014069	1
"NF-kB is activated and signals survival"	"NF-kB is activated and signals survival"	13	13	12	0.923076923076923	0.212837837837838	63	70	12	0	0.166577769174827	1
"Nuclear Envelope Reassembly"	"Nuclear Envelope Reassembly"	13	13	12	0.923076923076923	0.206081081081081	61	72	16	0	0.166577769174827	1
"Platelet Adhesion to exposed collagen"	"Platelet Adhesion to exposed collagen"	13	13	12	0.923076923076923	0.277027027027027	82	111	53	0	0.166577769174827	1
"Prefoldin mediated transfer of substrate  to CCT/TriC"	"Prefoldin mediated transfer of substrate  to CCT/TriC"	26	26	24	0.923076923076923	0.331081081081081	98	143	25	0	0.134261116727835	1
"Purine salvage"	"Purine salvage"	13	13	12	0.923076923076923	0.114864864864865	34	42	9	0	0.166577769174827	1
"RNA Polymerase III Transcription Initiation From Type 2 Promoter"	"RNA Polymerase III Transcription Initiation From Type 2 Promoter"	26	26	24	0.923076923076923	0.371621621621622	110	154	55	0	0.134261116727835	1
"Signaling by Activin"	"Signaling by Activin"	13	13	12	0.923076923076923	0.239864864864865	71	88	31	0	0.166577769174827	1
"Signaling by Leptin"	"Signaling by Leptin"	26	26	24	0.923076923076923	0.256756756756757	76	100	18	0	0.134261116727835	1
"Synthesis of PIPs at the early endosome membrane"	"Synthesis of PIPs at the early endosome membrane"	13	13	12	0.923076923076923	0.172297297297297	51	61	14	0	0.166577769174827	1
"Synthesis of substrates in N-glycan biosythesis"	"Synthesis of substrates in N-glycan biosythesis"	52	52	48	0.923076923076923	0.466216216216216	138	268	55	0	0.083554863014069	1
"WNT ligand biogenesis and trafficking"	"WNT ligand biogenesis and trafficking"	26	26	24	0.923076923076923	0.212837837837838	63	94	15	0	0.134261116727835	1
"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	26	26	24	0.923076923076923	0.212837837837838	63	94	15	0	0.134261116727835	1
"Transmembrane transport of small molecules"	"Transmembrane transport of small molecules"	618	618	570	0.922330097087379	0.831081081081081	246	3625	85	0	1.03200638185141e-05	0.000431206384253885
"Amyloids"	"Amyloids"	51	51	47	0.92156862745098	0.219594594594595	65	158	15	0	0.0912147823953748	1
"Aquaporin-mediated transport"	"Aquaporin-mediated transport"	51	51	47	0.92156862745098	0.523648648648649	155	337	59	0	0.0912147823953748	1
"Nuclear Receptor transcription pathway"	"Nuclear Receptor transcription pathway"	51	51	47	0.92156862745098	0.324324324324324	96	204	21	0	0.0912147823953748	1
"Neuronal System"	"Neuronal System"	280	280	258	0.921428571428571	0.760135135135135	225	1739	86	0	0.00256529712177689	0.104190695960871
"Generic Transcription Pathway"	"Generic Transcription Pathway"	483	483	445	0.921325051759834	0.817567567567568	242	2376	79	0	0.000122010488810442	0.00508176591279611
"G alpha (q) signalling events"	"G alpha (q) signalling events"	189	189	174	0.920634920634921	0.668918918918919	198	1202	60	0	0.0112948204996399	0.419646694621896
"G alpha (s) signalling events"	"G alpha (s) signalling events"	126	126	116	0.920634920634921	0.652027027027027	193	687	59	0	0.0291016396844811	0.904029287246068
"Activation of G protein gated Potassium channels"	"Activation of G protein gated Potassium channels"	25	25	23	0.92	0.226351351351351	67	108	18	0	0.149439407080154	1
"Effects of PIP2 hydrolysis"	"Effects of PIP2 hydrolysis"	25	25	23	0.92	0.39527027027027	117	183	56	0	0.149439407080154	1
"Frs2-mediated activation"	"Frs2-mediated activation"	25	25	23	0.92	0.277027027027027	82	127	18	0	0.149439407080154	1
"G protein gated Potassium channels"	"G protein gated Potassium channels"	25	25	23	0.92	0.226351351351351	67	108	18	0	0.149439407080154	1
"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	25	25	23	0.92	0.226351351351351	67	108	18	0	0.149439407080154	1
"Nuclear Envelope Breakdown"	"Nuclear Envelope Breakdown"	50	50	46	0.92	0.398648648648649	118	212	16	0	0.0994920871565417	1
"SHC-related events"	"SHC-related events"	25	25	23	0.92	0.260135135135135	77	108	18	0	0.149439407080154	1
"SHC-related events triggered by IGF1R"	"SHC-related events triggered by IGF1R"	25	25	23	0.92	0.25	74	103	18	0	0.149439407080154	1
"Senescence-Associated Secretory Phenotype (SASP)"	"Senescence-Associated Secretory Phenotype (SASP)"	75	75	69	0.92	0.537162162162162	159	403	83	0	0.0668920218937754	1
"TRP channels"	"TRP channels"	25	25	23	0.92	0.293918918918919	87	122	35	0	0.149439407080154	1
"Signaling by Hedgehog"	"Signaling by Hedgehog"	136	136	125	0.919117647058823	0.658783783783784	195	669	55	0	0.0288162492391584	0.897295104306072
"Activation of ATR in response to replication stress"	"Activation of ATR in response to replication stress"	37	37	34	0.918918918918919	0.469594594594595	139	279	55	0	0.127770738160733	1
"SLC-mediated transmembrane transport"	"SLC-mediated transmembrane transport"	259	259	238	0.918918918918919	0.716216216216216	212	1345	56	0	0.0053286628733944	0.206792831918712
"Regulation of mRNA stability by proteins that bind AU-rich elements"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	86	86	79	0.918604651162791	0.537162162162162	159	491	55	0	0.061702604459241	1
"Amino acid and oligopeptide SLC transporters"	"Amino acid and oligopeptide SLC transporters"	49	49	45	0.918367346938776	0.391891891891892	116	235	26	0	0.108425183105465	1
"Cross-presentation of soluble exogenous antigens (endosomes)"	"Cross-presentation of soluble exogenous antigens (endosomes)"	49	49	45	0.918367346938776	0.408783783783784	121	234	55	0	0.108425183105465	1
"Deadenylation-dependent mRNA decay"	"Deadenylation-dependent mRNA decay"	49	49	45	0.918367346938776	0.547297297297297	162	381	55	0	0.108425183105465	1
"Ca2+ pathway"	"Ca2+ pathway"	61	61	56	0.918032786885246	0.530405405405405	157	358	59	0	0.0919737131931737	1
"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	217	217	199	0.91705069124424	0.736486486486487	218	1362	60	0	0.0121915475991228	0.448080829715783
"CD28 dependent Vav1 pathway"	"CD28 dependent Vav1 pathway"	12	12	11	0.916666666666667	0.287162162162162	85	114	51	0	0.19122435186726	1
"Cell-cell junction organization"	"Cell-cell junction organization"	60	60	55	0.916666666666667	0.527027027027027	156	568	57	0	0.0996414003837074	1
"Cytosolic tRNA aminoacylation"	"Cytosolic tRNA aminoacylation"	24	24	22	0.916666666666667	0.216216216216216	64	93	14	0	0.166165672302452	1
"Death Receptor Signalling"	"Death Receptor Signalling"	12	12	11	0.916666666666667	0.449324324324324	133	203	85	0	0.19122435186726	1
"FGFR3 ligand binding and activation"	"FGFR3 ligand binding and activation"	12	12	11	0.916666666666667	0.351351351351351	104	128	82	0	0.19122435186726	1
"FGFR3c ligand binding and activation"	"FGFR3c ligand binding and activation"	12	12	11	0.916666666666667	0.351351351351351	104	128	82	0	0.19122435186726	1
"Growth hormone receptor signaling"	"Growth hormone receptor signaling"	24	24	22	0.916666666666667	0.290540540540541	86	126	18	0	0.166165672302452	1
"Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis"	"Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis"	12	12	11	0.916666666666667	0.195945945945946	58	65	23	0	0.19122435186726	1
"IKK complex recruitment mediated by RIP1"	"IKK complex recruitment mediated by RIP1"	24	24	22	0.916666666666667	0.290540540540541	86	140	24	0	0.166165672302452	1
"Keratan sulfate degradation"	"Keratan sulfate degradation"	12	12	11	0.916666666666667	0.114864864864865	34	46	12	0	0.19122435186726	1
"Lysosome Vesicle Biogenesis"	"Lysosome Vesicle Biogenesis"	24	24	22	0.916666666666667	0.307432432432432	91	144	15	0	0.166165672302452	1
"NOTCH2 intracellular domain regulates transcription"	"NOTCH2 intracellular domain regulates transcription"	12	12	11	0.916666666666667	0.297297297297297	88	103	53	0	0.19122435186726	1
"Nuclear Events (kinase and transcription factor activation)"	"Nuclear Events (kinase and transcription factor activation)"	24	24	22	0.916666666666667	0.243243243243243	72	113	15	0	0.166165672302452	1
"P2Y receptors"	"P2Y receptors"	12	12	11	0.916666666666667	0.222972972972973	66	226	44	0	0.19122435186726	1
"PECAM1 interactions"	"PECAM1 interactions"	12	12	11	0.916666666666667	0.185810810810811	55	63	17	0	0.19122435186726	1
"Passive transport by Aquaporins"	"Passive transport by Aquaporins"	12	12	11	0.916666666666667	0.148648648648649	44	61	17	0	0.19122435186726	1
"Pyrimidine catabolism"	"Pyrimidine catabolism"	12	12	11	0.916666666666667	0.175675675675676	52	61	17	0	0.19122435186726	1
"Pyrimidine metabolism"	"Pyrimidine metabolism"	24	24	22	0.916666666666667	0.297297297297297	88	116	17	0	0.166165672302452	1
"Reversible hydration of carbon dioxide"	"Reversible hydration of carbon dioxide"	12	12	11	0.916666666666667	0.179054054054054	53	104	19	0	0.19122435186726	1
"Signaling by FGFR3 mutants"	"Signaling by FGFR3 mutants"	12	12	11	0.916666666666667	0.351351351351351	104	128	82	0	0.19122435186726	1
"Signaling by SCF-KIT"	"Signaling by SCF-KIT"	144	144	132	0.916666666666667	0.773648648648649	229	1046	82	0	0.0324167082977025	0.979102486452165
"Signaling by activated point mutants of FGFR3"	"Signaling by activated point mutants of FGFR3"	12	12	11	0.916666666666667	0.351351351351351	104	128	82	0	0.19122435186726	1
"Synthesis of PE"	"Synthesis of PE"	12	12	11	0.916666666666667	0.162162162162162	48	60	23	0	0.19122435186726	1
"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	24	24	22	0.916666666666667	0.216216216216216	64	103	15	0	0.166165672302452	1
"DAP12 interactions"	"DAP12 interactions"	179	179	164	0.916201117318436	0.756756756756757	224	1168	82	0	0.0218050221790477	0.754417700936025
"Sphingolipid metabolism"	"Sphingolipid metabolism"	71	71	65	0.915492957746479	0.540540540540541	160	409	44	0	0.0909746770004833	1
"Transmission across Chemical Synapses"	"Transmission across Chemical Synapses"	201	201	184	0.915422885572139	0.739864864864865	219	1188	86	0	0.0182230986732296	0.638940668435972
"Degradation of GLI1 by the proteasome"	"Degradation of GLI1 by the proteasome"	59	59	54	0.915254237288136	0.462837837837838	137	262	55	0	0.107858252431766	1
"Degradation of GLI2 by the proteasome"	"Degradation of GLI2 by the proteasome"	59	59	54	0.915254237288136	0.445945945945946	132	260	55	0	0.107858252431766	1
"GLI3 is processed to GLI3R by the proteasome"	"GLI3 is processed to GLI3R by the proteasome"	59	59	54	0.915254237288136	0.439189189189189	130	257	55	0	0.107858252431766	1
"Interleukin-2 signaling"	"Interleukin-2 signaling"	47	47	43	0.914893617021277	0.483108108108108	143	314	60	0	0.128416148541438	1
"NOTCH1 Intracellular Domain Regulates Transcription"	"NOTCH1 Intracellular Domain Regulates Transcription"	47	47	43	0.914893617021277	0.47972972972973	142	311	60	0	0.128416148541438	1
"Antigen processing: Ubiquitination & Proteasome degradation"	"Antigen processing: Ubiquitination & Proteasome degradation"	211	211	193	0.914691943127962	0.695945945945946	206	977	55	0	0.0176966308066141	0.622149544503888
"RNA Polymerase III Transcription Initiation"	"RNA Polymerase III Transcription Initiation"	35	35	32	0.914285714285714	0.432432432432432	128	214	55	0	0.153637787198057	1
"SIRT1 negatively regulates rRNA Expression"	"SIRT1 negatively regulates rRNA Expression"	35	35	32	0.914285714285714	0.162162162162162	48	116	13	0	0.153637787198057	1
"Antigen processing-Cross presentation"	"Antigen processing-Cross presentation"	81	81	74	0.91358024691358	0.540540540540541	160	399	55	0	0.0889491655248523	1
"APC-Cdc20 mediated degradation of Nek2A"	"APC-Cdc20 mediated degradation of Nek2A"	23	23	21	0.91304347826087	0.152027027027027	45	61	11	0	0.184565426399067	1
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	69	69	63	0.91304347826087	0.483108108108108	143	294	55	0	0.105614278299258	1
"Endogenous sterols"	"Endogenous sterols"	23	23	21	0.91304347826087	0.297297297297297	88	176	33	0	0.184565426399067	1
"FGFR ligand binding and activation"	"FGFR ligand binding and activation"	23	23	21	0.91304347826087	0.429054054054054	127	357	82	0	0.184565426399067	1
"G alpha (z) signalling events"	"G alpha (z) signalling events"	46	46	42	0.91304347826087	0.459459459459459	136	293	59	0	0.139553823769449	1
"Hexose transport"	"Hexose transport"	46	46	42	0.91304347826087	0.429054054054054	127	203	56	0	0.139553823769449	1
"Laminin interactions"	"Laminin interactions"	23	23	21	0.91304347826087	0.216216216216216	64	96	11	0	0.184565426399067	1
"RNA Polymerase III Transcription Termination"	"RNA Polymerase III Transcription Termination"	23	23	21	0.91304347826087	0.375	111	149	55	0	0.184565426399067	1
