"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"EGFR Transactivation by Gastrin"	"EGFR Transactivation by Gastrin"	9	9	8	0.888888888888889	0.112204724409449	57	61	29	0	0.184980017805449	1
"ERK2 activation"	"ERK2 activation"	9	9	8	0.888888888888889	0.0866141732283465	44	46	8	0	0.184980017805449	1
"Folding of actin by CCT/TriC"	"Folding of actin by CCT/TriC"	9	9	8	0.888888888888889	0.0413385826771654	21	21	5	0	0.184980017805449	1
"Glycolysis"	"Glycolysis"	27	27	24	0.888888888888889	0.124015748031496	63	70	5	0	0.135863545866301	1
"Highly calcium permeable nicotinic acetylcholine receptors"	"Highly calcium permeable nicotinic acetylcholine receptors"	9	9	8	0.888888888888889	0.0433070866141732	22	23	7	0	0.184980017805449	1
"Inactivation of Cdc42 and Rac"	"Inactivation of Cdc42 and Rac"	9	9	8	0.888888888888889	0.127952755905512	65	74	25	0	0.184980017805449	1
"Interleukin-3, 5 and GM-CSF signaling"	"Interleukin-3, 5 and GM-CSF signaling"	45	45	40	0.888888888888889	0.395669291338583	201	267	86	0	0.0962672884991242	1
"Metabolism of folate and pterines"	"Metabolism of folate and pterines"	9	9	8	0.888888888888889	0.0374015748031496	19	21	6	0	0.184980017805449	1
"Opsins"	"Opsins"	9	9	8	0.888888888888889	0.0334645669291339	17	18	3	0	0.184980017805449	1
"Phenylalanine and tyrosine catabolism"	"Phenylalanine and tyrosine catabolism"	9	9	8	0.888888888888889	0.0433070866141732	22	22	5	0	0.184980017805449	1
"Phospholipase C-mediated cascade"	"Phospholipase C-mediated cascade"	54	54	48	0.888888888888889	0.391732283464567	199	279	26	0	0.0813319694998991	1
"Potassium Channels"	"Potassium Channels"	99	99	88	0.888888888888889	0.5	254	462	23	0	0.0361983831185555	0.906913373313887
"Pre-NOTCH Processing in Golgi"	"Pre-NOTCH Processing in Golgi"	18	18	16	0.888888888888889	0.289370078740157	147	171	86	0	0.161146804407748	1
"Processing of Capped Intron-Containing Pre-mRNA"	"Processing of Capped Intron-Containing Pre-mRNA"	144	144	128	0.888888888888889	0.484251968503937	246	454	11	0	0.0166743265337277	0.462012196197026
"Recycling pathway of L1"	"Recycling pathway of L1"	27	27	24	0.888888888888889	0.19488188976378	99	120	16	0	0.135863545866301	1
"Regulation of gene expression by Hypoxia-inducible Factor"	"Regulation of gene expression by Hypoxia-inducible Factor"	9	9	8	0.888888888888889	0.177165354330709	90	94	37	0	0.184980017805449	1
"Role of Abl in Robo-Slit signaling"	"Role of Abl in Robo-Slit signaling"	9	9	8	0.888888888888889	0.12007874015748	61	68	25	0	0.184980017805449	1
"S6K1-mediated signalling"	"S6K1-mediated signalling"	9	9	8	0.888888888888889	0.0905511811023622	46	47	17	0	0.184980017805449	1
"Signaling by FGFR mutants"	"Signaling by FGFR mutants"	45	45	40	0.888888888888889	0.387795275590551	197	259	86	0	0.0962672884991242	1
"Signaling by SCF-KIT"	"Signaling by SCF-KIT"	144	144	128	0.888888888888889	0.659448818897638	335	674	86	0	0.0166743265337277	0.462012196197026
"Sodium/Proton exchangers"	"Sodium/Proton exchangers"	9	9	8	0.888888888888889	0.0570866141732283	29	30	6	0	0.184980017805449	1
"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	9	9	8	0.888888888888889	0.0767716535433071	39	39	8	0	0.184980017805449	1
"Synthesis of bile acids and bile salts"	"Synthesis of bile acids and bile salts"	27	27	24	0.888888888888889	0.147637795275591	75	91	8	0	0.135863545866301	1
"Transport of Mature Transcript to Cytoplasm"	"Transport of Mature Transcript to Cytoplasm"	54	54	48	0.888888888888889	0.242125984251968	123	182	11	0	0.0813319694998991	1
"Type I hemidesmosome assembly"	"Type I hemidesmosome assembly"	9	9	8	0.888888888888889	0.19488188976378	99	125	38	0	0.184980017805449	1
"Urea cycle"	"Urea cycle"	9	9	8	0.888888888888889	0.0511811023622047	26	27	11	0	0.184980017805449	1
"Viral Messenger RNA Synthesis"	"Viral Messenger RNA Synthesis"	45	45	40	0.888888888888889	0.240157480314961	122	169	11	0	0.0962672884991242	1
"mTOR signalling"	"mTOR signalling"	27	27	24	0.888888888888889	0.163385826771654	83	95	17	0	0.135863545866301	1
"Developmental Biology"	"Developmental Biology"	519	519	461	0.888246628131021	0.948818897637795	482	2978	86	0	3.89885591121075e-05	0.00161360503214158
"Regulation of PLK1 Activity at G2/M Transition"	"Regulation of PLK1 Activity at G2/M Transition"	80	80	71	0.8875	0.466535433070866	237	400	29	0	0.0547027428721574	1
"Transmembrane transport of small molecules"	"Transmembrane transport of small molecules"	618	618	548	0.886731391585761	0.940944881889764	478	2781	53	0	1.26181727844177e-05	0.000528918810806033
"FRS2-mediated cascade"	"FRS2-mediated cascade"	44	44	39	0.886363636363636	0.253937007874016	129	153	29	0	0.107240787694006	1
"HATs acetylate histones"	"HATs acetylate histones"	105	105	93	0.885714285714286	0.474409448818898	241	392	37	0	0.040421920390028	1
"RNA Polymerase III Transcription Initiation"	"RNA Polymerase III Transcription Initiation"	35	35	31	0.885714285714286	0.147637795275591	75	101	14	0	0.128127359144709	1
"Diseases of glycosylation"	"Diseases of glycosylation"	226	226	200	0.884955752212389	0.673228346456693	342	738	28	0	0.00703402890059446	0.218508929476701
"mRNA Splicing"	"mRNA Splicing"	113	113	100	0.884955752212389	0.397637795275591	202	327	10	0	0.0375888419479586	0.938155428346079
"mRNA Splicing - Major Pathway"	"mRNA Splicing - Major Pathway"	113	113	100	0.884955752212389	0.397637795275591	202	327	10	0	0.0375888419479586	0.938155428346079
"Downregulation of TGF-beta receptor signaling"	"Downregulation of TGF-beta receptor signaling"	26	26	23	0.884615384615385	0.159448818897638	81	94	21	0	0.15392679296655	1
"DAP12 signaling"	"DAP12 signaling"	164	164	145	0.884146341463415	0.734251968503937	373	852	86	0	0.0188585225959815	0.514895729524747
"Ion transport by P-type ATPases"	"Ion transport by P-type ATPases"	43	43	38	0.883720930232558	0.332677165354331	169	252	21	0	0.119277558800813	1
"NGF signalling via TRKA from the plasma membrane"	"NGF signalling via TRKA from the plasma membrane"	206	206	182	0.883495145631068	0.757874015748031	385	993	86	0	0.0111296352108103	0.322739056385621
"Cell-cell junction organization"	"Cell-cell junction organization"	60	60	53	0.883333333333333	0.40748031496063	207	318	29	0	0.0925443806166166	1
"ABCA transporters in lipid homeostasis"	"ABCA transporters in lipid homeostasis"	17	17	15	0.882352941176471	0.173228346456693	88	111	15	0	0.185911932964036	1
"Energy dependent regulation of mTOR by LKB1-AMPK"	"Energy dependent regulation of mTOR by LKB1-AMPK"	17	17	15	0.882352941176471	0.0885826771653543	45	49	6	0	0.185911932964036	1
"Homologous Recombination Repair"	"Homologous Recombination Repair"	17	17	15	0.882352941176471	0.183070866141732	93	116	19	0	0.185911932964036	1
"Homologous recombination repair of replication-independent double-strand breaks"	"Homologous recombination repair of replication-independent double-strand breaks"	17	17	15	0.882352941176471	0.183070866141732	93	116	19	0	0.185911932964036	1
"KSRP destabilizes mRNA"	"KSRP destabilizes mRNA"	17	17	15	0.882352941176471	0.0511811023622047	26	26	4	0	0.185911932964036	1
"Nuclear Receptor transcription pathway"	"Nuclear Receptor transcription pathway"	51	51	45	0.882352941176471	0.218503937007874	111	159	12	0	0.110379283161164	1
"PI3K Cascade"	"PI3K Cascade"	68	68	60	0.882352941176471	0.401574803149606	204	291	86	0	0.0855733533145627	1
"activated TAK1 mediates p38 MAPK activation"	"activated TAK1 mediates p38 MAPK activation"	17	17	15	0.882352941176471	0.0984251968503937	50	54	7	0	0.185911932964036	1
"Netrin-1 signaling"	"Netrin-1 signaling"	42	42	37	0.880952380952381	0.372047244094488	189	293	25	0	0.132449563619784	1
"Assembly of the pre-replicative complex"	"Assembly of the pre-replicative complex"	67	67	59	0.880597014925373	0.234251968503937	119	147	9	0	0.0938280945285639	1
"Basigin interactions"	"Basigin interactions"	25	25	22	0.88	0.104330708661417	53	66	10	0	0.174041639832627	1
"G alpha (12/13) signalling events"	"G alpha (12/13) signalling events"	75	75	66	0.88	0.541338582677165	275	463	86	0	0.0863811075281598	1
"Metal ion SLC transporters"	"Metal ion SLC transporters"	25	25	22	0.88	0.125984251968504	64	80	14	0	0.174041639832627	1
"Transport of Mature mRNA derived from an Intron-Containing Transcript"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"	50	50	44	0.88	0.232283464566929	118	171	11	0	0.12185028342177	1
"CDT1 association with the CDC6:ORC:origin complex"	"CDT1 association with the CDC6:ORC:origin complex"	58	58	51	0.879310344827586	0.190944881889764	97	114	9	0	0.111923847054848	1
"Hh ligand biogenesis disease"	"Hh ligand biogenesis disease"	58	58	51	0.879310344827586	0.181102362204724	92	114	9	0	0.111923847054848	1
"Transport of Ribonucleoproteins into the Host Nucleus"	"Transport of Ribonucleoproteins into the Host Nucleus"	33	33	29	0.878787878787879	0.200787401574803	102	138	11	0	0.160267398891129	1
"G2/M Transition"	"G2/M Transition"	114	114	100	0.87719298245614	0.55511811023622	282	544	37	0	0.0617661080373672	1
"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	114	114	100	0.87719298245614	0.543307086614173	276	498	37	0	0.0617661080373672	1
"Activation of Matrix Metalloproteinases"	"Activation of Matrix Metalloproteinases"	32	32	28	0.875	0.169291338582677	86	98	11	0	0.178731282132964	1
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	24	24	21	0.875	0.181102362204724	92	126	22	0	0.196365833844095	1
"Beta-oxidation of pristanoyl-CoA"	"Beta-oxidation of pristanoyl-CoA"	8	8	7	0.875	0.0393700787401575	20	20	5	0	0.223152820973404	1
"ChREBP activates metabolic gene expression"	"ChREBP activates metabolic gene expression"	8	8	7	0.875	0.0846456692913386	43	51	18	0	0.223152820973404	1
"Class C/3 (Metabotropic glutamate/pheromone receptors)"	"Class C/3 (Metabotropic glutamate/pheromone receptors)"	40	40	35	0.875	0.283464566929134	144	197	24	0	0.162483530876997	1
"Coenzyme A biosynthesis"	"Coenzyme A biosynthesis"	8	8	7	0.875	0.015748031496063	8	9	2	0	0.223152820973404	1
"Cross-presentation of particulate exogenous antigens (phagosomes)"	"Cross-presentation of particulate exogenous antigens (phagosomes)"	8	8	7	0.875	0.0354330708661417	18	19	5	0	0.223152820973404	1
"Digestion of dietary carbohydrate"	"Digestion of dietary carbohydrate"	8	8	7	0.875	0.175196850393701	89	106	49	0	0.223152820973404	1
"Hedgehog ligand biogenesis"	"Hedgehog ligand biogenesis"	64	64	56	0.875	0.214566929133858	109	139	10	0	0.122733889483879	1
"Hyaluronan metabolism"	"Hyaluronan metabolism"	16	16	14	0.875	0.122047244094488	62	74	17	0	0.214028191642569	1
"Hydrolysis of LPC"	"Hydrolysis of LPC"	8	8	7	0.875	0.0649606299212598	33	33	8	0	0.223152820973404	1
"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1"	"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1"	16	16	14	0.875	0.0984251968503937	50	56	7	0	0.214028191642569	1
"Ligand-receptor interactions"	"Ligand-receptor interactions"	8	8	7	0.875	0.0826771653543307	42	44	14	0	0.223152820973404	1
"Lysine catabolism"	"Lysine catabolism"	8	8	7	0.875	0.0433070866141732	22	26	8	0	0.223152820973404	1
"Metabolism of Angiotensinogen to Angiotensins"	"Metabolism of Angiotensinogen to Angiotensins"	16	16	14	0.875	0.124015748031496	63	75	14	0	0.214028191642569	1
"Nuclear Events (kinase and transcription factor activation)"	"Nuclear Events (kinase and transcription factor activation)"	24	24	21	0.875	0.135826771653543	69	75	11	0	0.196365833844095	1
"Nucleotide-like (purinergic) receptors"	"Nucleotide-like (purinergic) receptors"	16	16	14	0.875	0.0688976377952756	35	37	7	0	0.214028191642569	1
"Processing-defective Hh variants abrogate ligand secretion"	"Processing-defective Hh variants abrogate ligand secretion"	64	64	56	0.875	0.214566929133858	109	139	10	0	0.122733889483879	1
"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	8	8	7	0.875	0.0334645669291339	17	17	7	0	0.223152820973404	1
"Regulation of gene expression in early pancreatic precursor cells"	"Regulation of gene expression in early pancreatic precursor cells"	8	8	7	0.875	0.0433070866141732	22	22	7	0	0.223152820973404	1
"Release of Hh-Np from the secreting cell"	"Release of Hh-Np from the secreting cell"	8	8	7	0.875	0.0531496062992126	27	28	10	0	0.223152820973404	1
"Sema4D mediated inhibition of cell attachment and migration"	"Sema4D mediated inhibition of cell attachment and migration"	8	8	7	0.875	0.0885826771653543	45	51	12	0	0.223152820973404	1
"Synthesis of PG"	"Synthesis of PG"	8	8	7	0.875	0.0452755905511811	23	24	12	0	0.223152820973404	1
"TGF-beta receptor signaling activates SMADs"	"TGF-beta receptor signaling activates SMADs"	32	32	28	0.875	0.187007874015748	95	112	21	0	0.178731282132964	1
"Trafficking of GluR2-containing AMPA receptors"	"Trafficking of GluR2-containing AMPA receptors"	16	16	14	0.875	0.169291338582677	86	99	15	0	0.214028191642569	1
"Transport of fatty acids"	"Transport of fatty acids"	8	8	7	0.875	0.0295275590551181	15	15	5	0	0.223152820973404	1
"VEGFR2 mediated cell proliferation"	"VEGFR2 mediated cell proliferation"	32	32	28	0.875	0.289370078740157	147	191	29	0	0.178731282132964	1
"p75NTR signals via NF-kB"	"p75NTR signals via NF-kB"	16	16	14	0.875	0.0767716535433071	39	43	9	0	0.214028191642569	1
"PPARA activates gene expression"	"PPARA activates gene expression"	111	111	97	0.873873873873874	0.519685039370079	264	464	37	0	0.0778465675983243	1
"PI3K/AKT activation"	"PI3K/AKT activation"	103	103	90	0.87378640776699	0.561023622047244	285	491	86	0	0.0849702995505208	1
"Asymmetric localization of PCP proteins"	"Asymmetric localization of PCP proteins"	63	63	55	0.873015873015873	0.21259842519685	108	138	10	0	0.13386956145659	1
"Signaling by WNT in cancer"	"Signaling by WNT in cancer"	212	212	185	0.872641509433962	0.704724409448819	358	821	79	0	0.0321306777825472	0.83045576989448
"Constitutive PI3K/AKT Signaling in Cancer"	"Constitutive PI3K/AKT Signaling in Cancer"	86	86	75	0.872093023255814	0.501968503937008	255	411	86	0	0.109894720990097	1
"Regulation of mRNA stability by proteins that bind AU-rich elements"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	86	86	75	0.872093023255814	0.297244094488189	151	204	17	0	0.109894720990097	1
"Nuclear signaling by ERBB4"	"Nuclear signaling by ERBB4"	39	39	34	0.871794871794872	0.230314960629921	117	157	22	0	0.179482118548469	1
"Transcriptional regulation of white adipocyte differentiation"	"Transcriptional regulation of white adipocyte differentiation"	78	78	68	0.871794871794872	0.437007874015748	222	352	37	0	0.120541480579238	1
"Assembly of the primary cilium"	"Assembly of the primary cilium"	179	179	156	0.871508379888268	0.639763779527559	325	765	29	0	0.047873773786413	1
"Loss of Function of SMAD2/3 in Cancer"	"Loss of Function of SMAD2/3 in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"Loss of Function of SMAD4 in Cancer"	"Loss of Function of SMAD4 in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"Loss of Function of TGFBR1 in Cancer"	"Loss of Function of TGFBR1 in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"Loss of Function of TGFBR2 in Cancer"	"Loss of Function of TGFBR2 in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"SMAD2/3 MH2 Domain Mutants in Cancer"	"SMAD2/3 MH2 Domain Mutants in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"SMAD4 MH2 Domain Mutants in Cancer"	"SMAD4 MH2 Domain Mutants in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"Signaling by TGF-beta Receptor Complex"	"Signaling by TGF-beta Receptor Complex"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"Signaling by TGF-beta Receptor Complex in Cancer"	"Signaling by TGF-beta Receptor Complex in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"TGFBR1 KD Mutants in Cancer"	"TGFBR1 KD Mutants in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"TGFBR1 LBD Mutants in Cancer"	"TGFBR1 LBD Mutants in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"TGFBR2 Kinase Domain Mutants in Cancer"	"TGFBR2 Kinase Domain Mutants in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"TGFBR2 MSI Frameshift Mutants in Cancer"	"TGFBR2 MSI Frameshift Mutants in Cancer"	70	70	61	0.871428571428571	0.368110236220472	187	291	21	0	0.132443747265024	1
"Elongation arrest and recovery"	"Elongation arrest and recovery"	31	31	27	0.870967741935484	0.139763779527559	71	83	10	0	0.198917543910063	1
"HIV elongation arrest and recovery"	"HIV elongation arrest and recovery"	31	31	27	0.870967741935484	0.139763779527559	71	83	10	0	0.198917543910063	1
"NOD1/2 Signaling Pathway"	"NOD1/2 Signaling Pathway"	31	31	27	0.870967741935484	0.248031496062992	126	157	51	0	0.198917543910063	1
"Pausing and recovery of HIV elongation"	"Pausing and recovery of HIV elongation"	31	31	27	0.870967741935484	0.139763779527559	71	83	10	0	0.198917543910063	1
"Pausing and recovery of Tat-mediated HIV elongation"	"Pausing and recovery of Tat-mediated HIV elongation"	31	31	27	0.870967741935484	0.135826771653543	69	82	10	0	0.198917543910063	1
"Tat-mediated HIV elongation arrest and recovery"	"Tat-mediated HIV elongation arrest and recovery"	31	31	27	0.870967741935484	0.135826771653543	69	82	10	0	0.198917543910063	1
