"V1"
"2-LTR circle formation"	"PSIP1 XRCC4 XRCC6"
"Defects in vitamin and cofactor metabolism"	"ACACA ACACB FASN PTGIS NAMPT MTR MCCC2 PC PCCA PDZD11 SLC5A6 DHFR CUBN GIF TCN1 PANK3 PPCS AASDHPPT CYB5R3 ENPP1 FLAD1 MOCS2 MTHFD1 NADSYN1 NAPRT SLC19A3 SLC23A1 SLC23A2 SLC2A1 SLC2A3 SLC52A3"
"Defensins"	"TLR1 ART1 CCR2 DEFB112 DEFB114 DEFB116 DEFB118 DEFB123 DEFB124 DEFB4A"
"Degradation of GLI1 by the proteasome"	"CUL1 PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 UBB UBC NUMB PRKACA GLI1"
"Degradation of GLI2 by the proteasome"	"CSNK1A1 CUL1 PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 UBB UBC PRKACA GLI2"
"Degradation of beta-catenin by the destruction complex"	"AMER1 APC AXIN2 CSNK1A1 CTBP2 CTNNB1 CUL1 PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 TCF7L1 TLE2 UBB UBC"
"Degradation of cysteine and homocysteine"	"CTH SQRDL"
"Degradation of the extracellular matrix"	"BCAN DCN HSPG2 ADAM17 CASP3 CMA1 CTSG KLKB1 MMP10 MMP14 MMP15 MMP16 MMP24 MMP25 PLG CTSS LAMB3 TLL1 COL15A1 MMP20 COL9A2 LAMB1 LAMC1 COL17A1 COL12A1 COL13A1 COL14A1 COL16A1 COL23A1 COL25A1 MMP12 ACAN A2M ADAM15 ADAM8 ADAMTS16 ADAMTS18 ADAMTS4 ADAMTS5 ADAMTS8 ADAMTS9 LAMA5 NID1"
"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"CACNB2 CACNB1 CACNA1A CACNA1B CACNA1E CACNA2D1 CACNA2D3"
"Depolymerisation of the Nuclear Lamina"	"PRKCA PRKCB LMNB1 LEMD3 LPIN2 TMPO"
"Deposition of new CENPA-containing nucleosomes at the centromere"	"H2AFZ HIST1H2AB HIST1H2AC HIST1H2BD HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN CASC5 CENPA CENPN CENPP HJURP MIS18A MIS18BP1 NPM1 RSF1"
"Depyrimidination"	"SMUG1"
"Dermatan sulfate biosynthesis"	"BCAN CSPG4 CSPG5 DCN NCAN VCAN DSEL"
"Detoxification of Reactive Oxygen Species"	"GPX2 TXN ATP7A CAT TXN2 TXNRD1"
"Developmental Biology"	"AGRN NCAN SDC2 APH1A NOTCH1 AKT2 AKT3 FOXO1 CTNNB1 HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 HSPA8 POLR2A POLR2B POLR2G CNTN1 NUMB MAP2K6 MEF2C NFKB1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 FGF10 FGF2 DLG1 DLG3 GRIN2B RPS6KA6 NCK2 PAK3 PAK6 PAK7 RAC1 ROBO1 SLIT2 SOS1 SOS2 BOC CDON CHD9 CREBBP HELZ2 MED1 NCOA1 NCOA2 NCOA6 RXRA SREBF2 TBL1X TGS1 AP2A1 AP2B1 CDC42 DNM2 DNM3 EGFR FGFR1 FYN ITGAV ITGB1 KIF4A KIF4B LYN PLCG1 PRKCQ PTPRC SH3GL2 SPTBN2 TRPC1 VASP YES1 CDH15 CDH2 CTNNA1 CACNA1C CACNA1D CACNB2 PTK2 ROCK1 SPTAN1 ST8SIA2 COL4A2 COL4A3 COL4A4 COL4A5 COL6A2 COL6A3 COL6A5 COL6A6 EP300 HSP90AB1 ABL2 ABLIM2 ABLIM3 ACTB ACTR2 ANK2 ANK3 ARHGAP35 ARHGAP39 ARHGEF11 ARHGEF12 CACNA1G CACNA1H CACNA1I CACNA1S CACNB1 CFL1 CHL1 CLTCL1 CNTN6 COL9A2 CRMP1 CSNK2A1 DCC DOCK1 DPYSL2 EFNA5 EFNB2 EPHA1 EPHA10 EPHA2 EPHA3 EPHA4 EPHA5 EPHA6 EPHA7 EPHB1 EPHB2 EPHB4 EPHB6 GFRA1 ITGA1 ITGA10 ITGA2 ITGA2B ITGA5 ITGA9 ITGB3 ITSN1 KALRN KCNQ2 KCNQ3 KDR LAMA1 LAMB1 LAMC1 LIMK1 MSN MYH10 MYH11 MYH9 MYO10 NFASC NGEF NRCAM NRP1 NRP2 PLXNA1 PLXNA2 PLXNA3 PLXNA4 PLXNB3 PLXNC1 PLXND1 PTPRA RASA1 RGMB RHOA RHOG ROBO2 ROCK2 RPS6KA4 SCN10A SCN11A SCN1A SCN2A SCN3A SCN4A SCN7A SCN8A SCN9A SEMA3A SEMA3E SEMA4A SEMA5A SEMA6A SEMA6D SEMA7A SIAH1 SPTA1 SPTB SPTBN1 SPTBN4 SPTBN5 SRGAP1 TIAM1 TLN1 TRIO TRPC3 TRPC4 TRPC7 UNC5A UNC5B UNC5C UNC5D HDAC3 NCOR1 CTNNA2 MEF2B MYF5 MYOG TCF12 TCF4 CEBPB STAT3 EPAS1 HIF3A NCOR2 LPL RBPJ ACVR1B ACVR1C ACVR2A DKK1 EBF1 EOMES GCK HNF1B HNF4G INSM1 LEFTY2 LIN28A MED12 MED13 MED13L MED14 MED17 MED24 MED25 MED30 NANOG NCOA3 NEUROD1 NEUROG3 NR2F2 NR5A2 NR6A1 PAX4 PLIN1 PRDM14 PTF1A SLC2A2 SLC2A4 SMAD2 SMAD3 SMAD4 SOX2 TSC22D1 ZSCAN10"
"Digestion of dietary carbohydrate"	"AMY2A AMY2B LCT MGAM SI"
"Digestion of dietary lipid"	"CEL PNLIPRP1 PNLIPRP2"
"Dimerization of procaspase-8"	"CASP8 FASLG TNFRSF10B"
"Disease"	"PSIP1 XRCC4 XRCC6 RPL22 RPL26 RPL26L1 RPL36 RPL37 RPS13 RPS20 RPS23 RPS5 PRPS1 PRPS1L1 AGRN B3GAT3 BCAN CSPG4 CSPG5 DCN GPC5 GXYLT2 HSPG2 NCAN SDC2 VCAN APH1A NOTCH1 ABCC5 GNB3 GNG12 GNG2 P2RY1 AKT2 AKT3 CDKN1B MDM2 FOXO1 FOXO4 AMER1 APC AXIN2 CSNK1A1 CTBP2 CTNNB1 CUL1 PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 TCF7L1 TLE2 UBB UBC HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 CCL2 IDH1 LDHB GTF2F1 NCBP1 NCBP2 NELFA NELFB NELFCD NELFE POLR2A POLR2B POLR2G SUPT5H STX1A SYT1 CHRM3 PRKCA ADAM17 ARRB1 CNTN1 DLK1 DLL1 DNER DTX1 JAG1 JAG2 MIB1 NUMB MAP2K3 MAP2K6 FGF1 FGF10 FGF2 FGF20 FGF23 FGFR2 YWHAZ TFDP1 C3 C5 GABBR1 GABBR2 ADCY1 ADCY2 ADCY3 ADCY4 ADCY5 ADCY6 ADCY8 ADCY9 PRKACA RAC1 SOS1 ADRBK1 PTCH1 SMO ADCYAP1 ADCYAP1R1 ACACA ACACB CREBBP FASN NCOA1 NCOA2 RXRA SP1 TBL1X CNGA1 CNGB1 GNAT1 PDE6A RHO NMT1 PLB1 AGO1 AGO2 AGO3 AGO4 AP1G1 AP1M1 AP2A1 AP2B1 CBL CD19 CD247 CD28 CD80 CDC42 CUL3 CUL5 CYBB EGF EGFR ERBB3 ERBB4 FBXW7 FGFR1 FGFR3 FGFR4 FYN HLA-A ITPR1 ITPR2 ITPR3 KIT KL LCK MTOR NCF4 NRG1 NRG2 NRG3 PDGFRA PDGFRB PHLPP2 PIK3CA PIK3CB PIK3R1 PLCG1 PRKCQ PTEN RICTOR RNF111 SEC23A SEC24B SEC31A SH3GL2 SH3KBP1 SMURF2 STUB1 TNRC6A TNRC6B TRAT1 ADORA1 ADRA2B ADRA1A ADRB3 CYP1A2 CYP2A13 CYP3A4 CYP3A5 DPEP2 MGST1 CHRM2 DRD2 DRD3 DRD4 DRD5 HRH1 HRH2 HTR1A HTR1B HTR1E HTR1F HTR7 TAAR1 TAAR2 TPO ACSM1 ACSM2B ACSM4 ACSM5 GLYAT GLYATL1 GLYATL2 CST3 FGA GSN H2AFZ HIST1H2AB HIST1H2AC HIST1H2BD HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN MFGE8 ODAM PRL SEMG1 TGFBI CSNK1E FGFR1OP PRKAR2B LHB POMC AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR AVPR2 GNAS CYP2C19 CYP2C8 CYP2J2 CYP4A11 CYP4A22 CYP4B1 CYP4F2 CYP4F3 PTGIS PTGS1 TBXAS1 ALG1 ALG10 ALG10B ALG2 ALG6 B4GALT2 B4GALT5 DHDDS DPM1 EDEM3 GFPT1 GFPT2 MAGT1 MAN1C1 MAN2A2 MGAT3 MGAT4B MGAT4C MOGS MPI NANS NEU1 PGM3 RFT1 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 ST6GALNAC2 ST6GALNAC3 ST6GALNAC5 ST6GALNAC6 ST8SIA1 ST8SIA2 ST8SIA3 ST8SIA5 ST8SIA6 TUSC3 UGGT1 NMT2 VPS37B HDAC6 SSTR3 FZD1 FZD2 FZD4 FZD5 FZD8 EP300 HSP90AB1 CSNK2A1 RHOA HDAC3 NAMPT NCOR1 SERPINE1 CCR2 AKR1C4 CYP46A1 CYP7A1 APOB LRP1 STAB2 CXCR4 ACSS2 ADH4 BPNT1 CYP11B1 CYP11B2 CYP24A1 CYP26A1 CYP26B1 CYP2B6 CYP2C18 CYP2E1 CYP2R1 CYP2W1 FMO1 GSS GSTA3 GSTM2 MAT2A MTR NNMT OPLAH PAPSS2 SLC35B2 SULT2A1 SULT4A1 UGDH UGT1A1 UGT1A5 UGT1A8 UGT2B10 UGT2B11 UGT2B17 UGT2B28 UGT2B4 UGT2B7 NAPEPLD MCCC2 PC PCCA PDZD11 SLC5A6 BLOC1S6 PBRM1 PDCD6IP VPS4B VTA1 TCF4 HEXA HYAL1 IDUA PDE1A PDE1C PRKCG CALCR DHFR E2F4 E2F5 HIST3H3 MNAT1 MYC NPM1 RBL1 TERT XPO1 ARHGEF18 FGD1 PARD3 STAT3 VCP HIF1A TXNRD1 ACKR2 CCL25 CCL3 CX3CL1 CXCL10 CXCL2 CXCL9 XCR1 CHPF CHST11 CHST12 CHST13 CHST9 CHSY3 CSGALNACT2 DSEL ASH2L KAT2B KAT5 KMT2D NCOR2 SMARCA4 TAF9 TRRAP LPL ACKR1 AGT AGTR1 APLNR AVPR1A AVPR1B C3AR1 CCKAR CCKBR CCL23 CYSLTR1 CYSLTR2 EDNRB F2RL1 FFAR1 FFAR3 FPR1 FPR2 GALR1 GALR2 GHSR GPBAR1 GPER1 GPR18 GPR37 GPR37L1 GPR39 HCAR3 HCRTR1 HCRTR2 LPAR1 LPAR3 LPAR4 LPAR6 MC1R MC2R MC4R MCHR2 MTNR1B NMB NMBR NMS NPFFR2 NPSR1 NPY NPY1R NPY5R NTSR2 OPRK1 OPRL1 OXER1 P2RY2 PDYN PENK PPY PRLHR PTGDR PTGER2 PTGER3 PTGER4 RGR RRH RXFP1 RXFP2 S1PR2 S1PR4 SSTR1 SSTR2 SSTR4 SUCNR1 TAC3 TACR2 TACR3 TBXA2R TRH TRHR CRHR2 GCG GHRHR GIPR GLP2R PTH PTH1R WNT16 WNT2 WNT3 WNT7A WNT7B WNT9A WNT9B GPRC6A GRM1 GRM2 GRM3 GRM4 GRM5 GRM6 GRM7 GRM8 TAS1R2 TAS1R3 TAS2R1 TAS2R16 TAS2R20 TAS2R39 TAS2R46 TAS2R7 TAS2R8 SLC2A5 GNS CUBN GIF TCN1 PANK3 PPCS HDAC9 HEY2 HEYL MAML3 MAMLD1 RBPJ SNW1 GAB2 STAT5B LRRFIP1 ERCC3 GTF2H3 AASDHPPT CYB5R3 ENPP1 FLAD1 MOCS2 MTHFD1 NADSYN1 NAPRT SLC19A3 SLC23A1 SLC23A2 SLC2A1 SLC2A3 SLC52A3 ACAN B3GNT2 CHST1 CHST2 CHST6 EXT1 HAS1 HAS2 HAS3 HS2ST1 HS3ST2 HS3ST4 HS3ST5 HS3ST6 HS6ST2 HYAL2 KERA NDST3 NDST4 OMD SLC9A1 DKK1 GCK SLC2A2 SLC2A4 SMAD2 SMAD3 SMAD4 AMY2A AMY2B LCT MGAM SI ADAM12 AKR1B10 ANTXR1 ANTXR2 ATP6V0A4 ATP6V1B1 ATP6V1C2 ATP6V1E1 ATP6V1E2 ATP6V1H BCL9 BCL9L BCO1 CCDC88C CCNT2 CD9 CGN CHD8 CPSF6 CUX1 CXXC4 DACT1 DKK2 DOCK2 DVL3 ELMO1 ENO3 EPN1 EPS15 EPS15L1 FRS3 G6PC2 G6PC3 G6PD GPI GTF2A1 GTF2B GTF2E1 GUCY2D GYG1 GYG2 GYS1 GYS2 HECW1 HK1 HK2 HK3 IPO5 LGR4 LGR5 LRAT LRP10 LRP12 LRP2 LRP6 METAP1 MYO18A MYO7A NEDD8 NOS1 NOS2 NOS3 OS9 PFKFB1 PFKFB2 PFKFB4 PFKL PFKP PGD PGM1 PHKA2 PIP5K1B PRKCZ PYGB PYGM RBP3 RDH11 RDH12 RDH8 RNGTT RNMT RSPO2 RSPO3 RYK SCUBE2 SDR9C7 SEL1L SLC25A12 SLC25A13 SLC5A3 SLC5A4 SLC5A9 SPRY1 SPRY2 SSRP1 SUPT16H SV2B SV2C SYVN1 TAF1 TAF1L TAF2 TAF5 TCEB3 TCIRG1 TGFBR1 TGFBR2 TNKS TNKS2 TPI1 TRIM24 USP15 USP34 USP8 USP9X VPS29 VPS35 WLS ZFYVE9 ZMYM2 ZNRF3 MSRA TAT"
"Diseases associated with N-glycosylation of proteins"	"SEC23A SEC24B SEC31A ALG1 ALG10 ALG10B ALG2 ALG6 B4GALT2 B4GALT5 DHDDS DPM1 EDEM3 GFPT1 GFPT2 MAGT1 MAN1C1 MAN2A2 MGAT3 MGAT4B MGAT4C MOGS MPI NANS NEU1 PGM3 RFT1 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 ST6GALNAC2 ST6GALNAC3 ST6GALNAC5 ST6GALNAC6 ST8SIA1 ST8SIA2 ST8SIA3 ST8SIA5 ST8SIA6 TUSC3 UGGT1"
"Diseases associated with glycosaminoglycan metabolism"	"AGRN B3GAT3 BCAN CSPG4 CSPG5 DCN GPC5 GXYLT2 HSPG2 NCAN SDC2 VCAN ABCC5 B4GALT2 B4GALT5 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 STAB2 PAPSS2 SLC35B2 HEXA HYAL1 IDUA CHPF CHST11 CHST12 CHST13 CHST9 CHSY3 CSGALNACT2 DSEL GNS ACAN B3GNT2 CHST1 CHST2 CHST6 EXT1 HAS1 HAS2 HAS3 HS2ST1 HS3ST2 HS3ST4 HS3ST5 HS3ST6 HS6ST2 HYAL2 KERA NDST3 NDST4 OMD SLC9A1"
"Diseases associated with visual transduction"	"AGRN GPC5 HSPG2 SDC2 PRKCA CNGA1 CNGB1 GNAT1 PDE6A RHO NMT1 PLB1 PRKCQ NMT2 AKR1C4 APOB LRP1 NAPEPLD LPL AKR1B10 BCO1 GUCY2D LRAT LRP10 LRP12 LRP2 METAP1 MYO7A RBP3 RDH11 RDH12 RDH8 SDR9C7"
"Diseases of glycosylation"	"AGRN B3GAT3 BCAN CSPG4 CSPG5 DCN GPC5 GXYLT2 HSPG2 NCAN SDC2 VCAN ABCC5 SEC23A SEC24B SEC31A ALG1 ALG10 ALG10B ALG2 ALG6 B4GALT2 B4GALT5 DHDDS DPM1 EDEM3 GFPT1 GFPT2 MAGT1 MAN1C1 MAN2A2 MGAT3 MGAT4B MGAT4C MOGS MPI NANS NEU1 PGM3 RFT1 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 ST6GALNAC2 ST6GALNAC3 ST6GALNAC5 ST6GALNAC6 ST8SIA1 ST8SIA2 ST8SIA3 ST8SIA5 ST8SIA6 TUSC3 UGGT1 STAB2 PAPSS2 SLC35B2 HEXA HYAL1 IDUA CHPF CHST11 CHST12 CHST13 CHST9 CHSY3 CSGALNACT2 DSEL GNS ACAN B3GNT2 CHST1 CHST2 CHST6 EXT1 HAS1 HAS2 HAS3 HS2ST1 HS3ST2 HS3ST4 HS3ST5 HS3ST6 HS6ST2 HYAL2 KERA NDST3 NDST4 OMD SLC9A1"
"Disinhibition of SNARE formation"	"PRKCA PRKCB PRKCG STX4 STXBP3"
"Displacement of DNA glycosylase by  APE1"	"SMUG1"
"Dissolution of Fibrin Clot"	"PLG SERPINE1 SERPINB2 SERPINB6 SERPINB8"
"Dopamine Neurotransmitter Release Cycle"	"BZRAP1 CPLX1 PPFIA1 PPFIA2 PPFIA4 RIMS1 STX1A SYT1 UNC13B SYN3"
"Dopamine receptors"	"DRD2 DRD3 DRD4 DRD5"
"Double-Strand Break Repair"	"XRCC4 XRCC6 ATM BRCA1 MDC1 NBN RPA1 RAD50 RAD51 BRCA2 BRIP1 PRKDC TDP1 TP53BP1"
"Downregulation of ERBB2:ERBB3 signaling"	"AKT2 AKT3 UBB UBC ERBB3 NRG1 NRG2 USP8"
"Downregulation of ERBB4 signaling"	"UBB UBC ERBB4 WWP1"
"Downregulation of SMAD2/3:SMAD4 transcriptional activity"	"UBB UBC RNF111 SMURF2 NCOR1 NCOR2 SMAD2 SMAD3 SMAD4 USP9X"
"Downregulation of TGF-beta receptor signaling"	"UBB UBC SMURF2 STUB1 XPO1 SMAD2 SMAD3 TGFBR1 TGFBR2 USP15 ZFYVE9"
"Downstream TCR signaling"	"IKBKB MAP3K7 NFKB1 TAB2 CARD11 MALT1 CD247 HLA-DRA INPP5D LCK PIK3CA PIK3CB PIK3R1 PRKCQ PTEN TRAC TRAT1"
"Downstream signal transduction"	"AKT2 AKT3 CDKN1B MDM2 FOXO1 FOXO4 CRK HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 PRKCA FGF1 FGF10 FGF2 FGF20 FGF23 FGFR2 ADCY1 ADCY2 ADCY3 ADCY4 ADCY5 ADCY6 ADCY8 ADCY9 PRKACA NCK2 SOS1 ADRBK1 AGO1 AGO2 AGO3 AGO4 CD19 CD28 CD80 EGF EGFR ERBB3 ERBB4 FGFR1 FGFR3 FGFR4 FYN ITPR1 ITPR2 ITPR3 KIT KL LCK MTOR NRG1 NRG2 NRG3 PDGFRA PDGFRB PHLPP2 PIK3CA PIK3CB PIK3R1 PLCG1 PTEN RICTOR TNRC6A TNRC6B TRAT1 PRKAR2B RASA1 PDE1A PDE1C PRKCG GRB7 STAT3 STAT5B STAT6 BCAR1"
"Downstream signaling events of B Cell Receptor (BCR)"	"AKT2 AKT3 CDKN1B MDM2 FOXO1 FOXO4 CUL1 PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 UBB UBC HRAS KRAS IKBKB MAP3K7 NFKB1 FGF1 FGF10 FGF2 FGF20 FGF23 FGFR2 CARD11 MALT1 PRKCB REL RASGRP1 AGO1 AGO2 AGO3 AGO4 CD19 CD28 CD80 EGF EGFR ERBB3 ERBB4 FGFR1 FGFR3 FGFR4 FYN KIT KL LCK MTOR NRG1 NRG2 NRG3 PDGFRA PDGFRB PHLPP2 PIK3CA PIK3CB PIK3R1 PTEN RICTOR TNRC6A TNRC6B TRAT1"
"Downstream signaling of activated FGFR"	"AKT2 AKT3 CDKN1B MDM2 FOXO1 FOXO4 HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 PRKCA FGF1 FGF10 FGF2 FGF20 FGF23 FGFR2 ADCY1 ADCY2 ADCY3 ADCY4 ADCY5 ADCY6 ADCY8 ADCY9 PRKACA SOS1 ADRBK1 AGO1 AGO2 AGO3 AGO4 CD19 CD28 CD80 EGF EGFR ERBB3 ERBB4 FGFR1 FGFR3 FGFR4 FYN ITPR1 ITPR2 ITPR3 KIT KL LCK MTOR NRG1 NRG2 NRG3 PDGFRA PDGFRB PHLPP2 PIK3CA PIK3CB PIK3R1 PLCG1 PTEN RICTOR TNRC6A TNRC6B TRAT1 PRKAR2B PDE1A PDE1C PRKCG FRS3"
"Dual incision reaction in GG-NER"	"RPA1 MNAT1 RAD23B DDB1 DDB2 ERCC3 ERCC4 ERCC5 GTF2H3 XPA"
"Dual incision reaction in TC-NER"	"POLR2A POLR2B POLR2G MNAT1 ERCC3 ERCC4 ERCC5 GTF2H3"
"E2F mediated regulation of DNA replication"	"PPP2CB PPP2R1A PPP2R1B CCNA1 CDC45 MCM8 ORC5 TFDP1 CDT1 POLA2 CCNE1 DHFR PPP2R3B RB1 RRM2"
"E2F-enabled inhibition of pre-replication complex formation"	"MCM8 ORC5"
"ECM proteoglycans"	"AGRN BCAN DCN NCAN VCAN ITGAV ITGB1 COL9A2 ITGA2 ITGA2B ITGA9 ITGB3 LAMA1 LAMB1 LAMC1 SERPINE1 ITGAX VTN ACAN LAMA5 ASPN DMP1 HAPLN1 ITGA7 ITGA8 ITGB6 LAMA2 LAMA4 LRP4 MATN3 MATN4 MUSK TGFB2 TNC TNN TNR TNXB"
"EGFR Transactivation by Gastrin"	"HRAS KRAS PRKCA SOS1 EGFR"
"EGFR downregulation"	"UBB UBC AP2A1 AP2B1 CBL CDC42 EGF EGFR SH3GL2 SH3KBP1 EPN1 EPS15 EPS15L1 SPRY1 SPRY2"
"EGFR interacts with phospholipase C-gamma"	"PRKCA ADCY1 ADCY2 ADCY3 ADCY4 ADCY5 ADCY6 ADCY8 ADCY9 PRKACA ADRBK1 EGF EGFR ITPR1 ITPR2 ITPR3 PLCG1 PRKAR2B PDE1A PDE1C PRKCG"
"EPH-Ephrin signaling"	"SDC2 APH1A HRAS GRIN2B NCK2 PAK3 RAC1 AP2A1 AP2B1 CDC42 FYN LYN YES1 PTK2 ROCK1 ACTB ACTR2 CFL1 CLTCL1 EFNA5 EFNB2 EPHA1 EPHA10 EPHA2 EPHA3 EPHA4 EPHA5 EPHA6 EPHA7 EPHB1 EPHB2 EPHB4 EPHB6 ITSN1 KALRN KDR LIMK1 MYH10 MYH11 MYH9 NGEF RASA1 RHOA ROCK2 TIAM1"
"EPH-ephrin mediated repulsion of cells"	"APH1A RAC1 AP2A1 AP2B1 FYN LYN YES1 CLTCL1 EFNA5 EFNB2 EPHA1 EPHA10 EPHA2 EPHA3 EPHA4 EPHA5 EPHA6 EPHA7 EPHB1 EPHB2 EPHB4 EPHB6 TIAM1"
"EPHA-mediated growth cone collapse"	"FYN LYN YES1 PTK2 ROCK1 EFNA5 EPHA1 EPHA10 EPHA2 EPHA3 EPHA4 EPHA5 EPHA6 EPHA7 KDR MYH10 MYH11 MYH9 NGEF RHOA ROCK2"
"EPHB-mediated forward signaling"	"SDC2 HRAS GRIN2B RAC1 CDC42 FYN LYN YES1 PTK2 ROCK1 ACTB ACTR2 CFL1 EFNB2 EPHB1 EPHB2 EPHB4 EPHB6 ITSN1 KALRN LIMK1 RASA1 RHOA ROCK2 TIAM1"
"ER Quality Control Compartment (ERQC)"	"EDEM3 UGGT1"
"ER to Golgi Transport"	"SEC23A SEC24B SEC31A"
"ER-Phagosome pathway"	"PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 UBB UBC HLA-A HLA-B HLA-C SEC61A1 TAP1 TAP2"
"ERK activation"	"IL6ST JAK1 JAK2 MAP2K1"
"ERK/MAPK targets"	"PPP2CB PPP2R1A PPP2R1B MEF2C RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5"
"ERK1 activation"	"IL6ST JAK1 JAK2 MAP2K1"
"ERK2 activation"	"IL6ST JAK1 JAK2"
"ERKs are inactivated"	"PPP2CB PPP2R1A PPP2R1B"
"Early Phase of HIV Life Cycle"	"PSIP1 XRCC4 XRCC6 CXCR4"
"Effects of PIP2 hydrolysis"	"RASGRP1 ITPR1 ITPR2 ITPR3 PRKCQ DAGLA DAGLB TRPC3 TRPC7 DGKB DGKD DGKH DGKI DGKK DGKQ DGKZ"
"Eicosanoid ligand-binding receptors"	"CYSLTR1 CYSLTR2 OXER1 PTGDR PTGER2 PTGER3 PTGER4 TBXA2R"
"Eicosanoids"	"CYP4A11 CYP4A22 CYP4B1 CYP4F2 CYP4F3 PTGIS TBXAS1"
"Elastic fibre formation"	"ITGAV ITGB1 LOXL3 ITGA5 ITGB3 VTN ITGA8 ITGB6 TGFB2 BMP10 BMP2 BMP4 BMP7 EFEMP1 FBLN1 FBLN2 FBLN5 FBN1 FBN2 FBN3 ITGB8 LTBP1 LTBP3 LTBP4"
"Electric Transmission Across Gap Junctions"	"GJA10 GJC1 PANX2"
"Elevation of cytosolic Ca2+ levels"	"ITPR1 ITPR2 ITPR3 ORAI1 TRPC3 TRPC7 P2RX1"
"Elongation arrest and recovery"	"GTF2F1 NELFA NELFB NELFCD NELFE POLR2A POLR2B POLR2G SUPT5H CCNT2 SSRP1 SUPT16H TCEB3"
"Endogenous sterols"	"NCOA1 NCOA2 RXRA POMC PTGIS CYP46A1 CYP7A1 CYP11B1 CYP11B2"
"Endosomal Sorting Complex Required For Transport (ESCRT)"	"UBB UBC VPS37B VPS4B VTA1 VPS25"
"Endosomal/Vacuolar pathway"	"CTSS HLA-A HLA-B HLA-C LNPEP"
"Energy dependent regulation of mTOR by LKB1-AMPK"	"PRKAA2 PRKAB1 RPTOR PRKAA1 STRADA STRADB"
"Entry of Influenza Virion into Host Cell via Endocytosis"	"BLOC1S6 PBRM1"
"Ephrin signaling"	"NCK2 PAK3 RAC1 FYN EFNB2 EPHB1 EPHB2 EPHB4 EPHB6"
"Epigenetic regulation of gene expression"	"H2AFZ HIST1H2AB HIST1H2AC HIST1H2BD HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN MNAT1 ARID4B ERCC3 GTF2H3 UHRF1 MTF2 POLR1A SIN3A SIN3B TET1 TET2 TTF1 UBTF"
"Erythrocytes take up carbon dioxide and release oxygen"	"CA4"
"Erythrocytes take up oxygen and release carbon dioxide"	"CA4"
"Establishment of Sister Chromatid Cohesion"	"ESCO1 PDS5B RAD21 SMC1A STAG1 STAG2 WAPAL"
"Ethanol oxidation"	"ACSS2 ADH4"
"Eukaryotic Translation Elongation"	"RPL22 RPL26 RPL26L1 RPL36 RPL37 RPS13 RPS20 RPS23 RPS5 EEF1A1 EEF1A2"
"Eukaryotic Translation Initiation"	"EIF2S2 EIF3A EIF3B EIF3E EIF3I EIF4B EIF4G1 EIF4H RPL22 RPL26 RPL26L1 RPL36 RPL37 RPS13 RPS20 RPS23 RPS5 EIF4EBP1 EIF2B3 EIF5"
"Eukaryotic Translation Termination"	"RPL22 RPL26 RPL26L1 RPL36 RPL37 RPS13 RPS20 RPS23 RPS5 GSPT2"
"Export of Viral Ribonucleoproteins from Nucleus"	"AAAS NUP133 NUP153 NUP188 NUP205 NUP210 NUP214 NUP50 NUP54 NUP62 NUP88 NUPL1 RANBP2 TPR BLOC1S6 PBRM1 XPO1"
"Extension of Telomeres"	"RFC2 RFC4 RFC5 RPA1 POLA2 POLE POLD3 DNA2 TERT"
